ПІБ лікаря,person_gender,person_age,n_visits
Крижановська Валентина Миколаївна,жіноча,y0-5,1
Крижановська Валентина Миколаївна,жіноча,y6-17,2
Крижановська Валентина Миколаївна,жіноча,y18-39,525
Крижановська Валентина Миколаївна,жіноча,y40-64,1109
Крижановська Валентина Миколаївна,жіноча,y65+,641
Крижановська Валентина Миколаївна,чоловіча,y6-17,2
Крижановська Валентина Миколаївна,чоловіча,y18-39,598
Крижановська Валентина Миколаївна,чоловіча,y40-64,732
Крижановська Валентина Миколаївна,чоловіча,y65+,249
Кукуш Олена Василівна,жіноча,y18-39,455
Кукуш Олена Василівна,жіноча,y40-64,1124
Кукуш Олена Василівна,жіноча,y65+,1001
Кукуш Олена Василівна,чоловіча,y18-39,357
Кукуш Олена Василівна,чоловіча,y40-64,634
Кукуш Олена Василівна,чоловіча,y65+,443
Курчін Ігор Валерійович,жіноча,y6-17,2
Курчін Ігор Валерійович,жіноча,y18-39,16
Курчін Ігор Валерійович,жіноча,y40-64,44
Курчін Ігор Валерійович,жіноча,y65+,20
Курчін Ігор Валерійович,чоловіча,y18-39,32
Курчін Ігор Валерійович,чоловіча,y40-64,41
Курчін Ігор Валерійович,чоловіча,y65+,8
Кіктєва О.М.,жіноча,y6-17,1
Кіктєва О.М.,жіноча,y18-39,351
Кіктєва О.М.,жіноча,y40-64,705
Кіктєва О.М.,жіноча,y65+,1055
Кіктєва О.М.,чоловіча,y18-39,389
Кіктєва О.М.,чоловіча,y40-64,495
Кіктєва О.М.,чоловіча,y65+,364
Кіслова Валентина Трохимівна,жіноча,y18-39,364
Кіслова Валентина Трохимівна,жіноча,y40-64,550
Кіслова Валентина Трохимівна,жіноча,y65+,654
Кіслова Валентина Трохимівна,чоловіча,y6-17,1
Кіслова Валентина Трохимівна,чоловіча,y18-39,328
Кіслова Валентина Трохимівна,чоловіча,y40-64,418
Кіслова Валентина Трохимівна,чоловіча,y65+,251
Ладік Т.В.,жіноча,y0-5,1379
Ладік Т.В.,жіноча,y6-17,1624
Ладік Т.В.,жіноча,y18-39,19
Ладік Т.В.,жіноча,y40-64,3
Ладік Т.В.,жіноча,y65+,8
Ладік Т.В.,чоловіча,y0-5,1200
Ладік Т.В.,чоловіча,y6-17,1452
Ладік Т.В.,чоловіча,y18-39,2
Ладік Т.В.,чоловіча,y40-64,1
Ларіонов В'ячеслав Іванович,жіноча,y0-5,96
Ларіонов В'ячеслав Іванович,жіноча,y6-17,315
Ларіонов В'ячеслав Іванович,жіноча,y18-39,29
Ларіонов В'ячеслав Іванович,жіноча,y40-64,70
Ларіонов В'ячеслав Іванович,жіноча,y65+,17
Ларіонов В'ячеслав Іванович,чоловіча,y0-5,112
Ларіонов В'ячеслав Іванович,чоловіча,y6-17,374
Ларіонов В'ячеслав Іванович,чоловіча,y18-39,2
Ларіонов В'ячеслав Іванович,чоловіча,y40-64,2
Ларіонов В'ячеслав Іванович,чоловіча,y65+,3
Латиш Валерія Адріївна,жіноча,y6-17,1
Латиш Валерія Адріївна,жіноча,y18-39,506
Латиш Валерія Адріївна,жіноча,y40-64,1187
Латиш Валерія Адріївна,жіноча,y65+,1290
Латиш Валерія Адріївна,чоловіча,y6-17,1
Латиш Валерія Адріївна,чоловіча,y18-39,860
Латиш Валерія Адріївна,чоловіча,y40-64,975
Латиш Валерія Адріївна,чоловіча,y65+,535
Левадний Олег Валентинович,жіноча,y0-5,452
Левадний Олег Валентинович,жіноча,y6-17,1088
Левадний Олег Валентинович,жіноча,y18-39,470
Левадний Олег Валентинович,жіноча,y40-64,781
Левадний Олег Валентинович,жіноча,y65+,471
Левадний Олег Валентинович,чоловіча,y0-5,401
Левадний Олег Валентинович,чоловіча,y6-17,1115
Левадний Олег Валентинович,чоловіча,y18-39,890
Левадний Олег Валентинович,чоловіча,y40-64,1084
Левадний Олег Валентинович,чоловіча,y65+,233
Леонідова  Н.Ф.,жіноча,y6-17,1
Леонідова  Н.Ф.,жіноча,y18-39,499
Леонідова  Н.Ф.,жіноча,y40-64,894
Леонідова  Н.Ф.,жіноча,y65+,896
Леонідова  Н.Ф.,чоловіча,y6-17,1
Леонідова  Н.Ф.,чоловіча,y18-39,461
Леонідова  Н.Ф.,чоловіча,y40-64,797
Леонідова  Н.Ф.,чоловіча,y65+,518
Лижіна Евіліна Вікторівна,жіноча,y6-17,4
Лижіна Евіліна Вікторівна,жіноча,y18-39,496
Лижіна Евіліна Вікторівна,жіноча,y40-64,1146
Лижіна Евіліна Вікторівна,жіноча,y65+,908
Лижіна Евіліна Вікторівна,чоловіча,y0-5,5
Лижіна Евіліна Вікторівна,чоловіча,y6-17,3
Лижіна Евіліна Вікторівна,чоловіча,y18-39,406
Лижіна Евіліна Вікторівна,чоловіча,y40-64,744
Лижіна Евіліна Вікторівна,чоловіча,y65+,345
Липченко Софія Віталіївна,жіноча,y0-5,337
Липченко Софія Віталіївна,жіноча,y6-17,611
Липченко Софія Віталіївна,жіноча,y65+,2
Липченко Софія Віталіївна,чоловіча,y0-5,303
Липченко Софія Віталіївна,чоловіча,y6-17,737
Лисенко Людмила Григорівна,жіноча,y0-5,2
Лисенко Людмила Григорівна,жіноча,y6-17,1
Лисенко Людмила Григорівна,жіноча,y18-39,290
Лисенко Людмила Григорівна,жіноча,y40-64,808
Лисенко Людмила Григорівна,жіноча,y65+,896
Лисенко Людмила Григорівна,чоловіча,y18-39,283
Лисенко Людмила Григорівна,чоловіча,y40-64,500
Лисенко Людмила Григорівна,чоловіча,y65+,327
Литвиненко Інна Георгіївна,жіноча,y18-39,360
Литвиненко Інна Георгіївна,жіноча,y40-64,826
Литвиненко Інна Георгіївна,жіноча,y65+,661
Литвиненко Інна Георгіївна,чоловіча,y18-39,347
Литвиненко Інна Георгіївна,чоловіча,y40-64,547
Литвиненко Інна Георгіївна,чоловіча,y65+,252
Литвиненко Лідія Констянтинівна,жіноча,y0-5,933
Литвиненко Лідія Констянтинівна,жіноча,y6-17,1376
Литвиненко Лідія Констянтинівна,жіноча,y18-39,3
Литвиненко Лідія Констянтинівна,жіноча,y40-64,2
Литвиненко Лідія Констянтинівна,чоловіча,y0-5,1153
Литвиненко Лідія Констянтинівна,чоловіча,y6-17,1762
Литвиненко Лідія Констянтинівна,чоловіча,y18-39,3
Литвиненко Лідія Констянтинівна,чоловіча,y65+,2
Лук`янов С.О.,жіноча,y0-5,15
Лук`янов С.О.,жіноча,y6-17,46
Лук`янов С.О.,жіноча,y18-39,488
Лук`янов С.О.,жіноча,y40-64,902
Лук`янов С.О.,жіноча,y65+,885
Лук`янов С.О.,чоловіча,y0-5,4
Лук`янов С.О.,чоловіча,y6-17,86
Лук`янов С.О.,чоловіча,y18-39,491
Лук`янов С.О.,чоловіча,y40-64,563
Лук`янов С.О.,чоловіча,y65+,343
Ліннікова Ольга Володимирівна,жіноча,y0-5,150
Ліннікова Ольга Володимирівна,жіноча,y6-17,567
Ліннікова Ольга Володимирівна,жіноча,y18-39,484
Ліннікова Ольга Володимирівна,жіноча,y40-64,984
Ліннікова Ольга Володимирівна,жіноча,y65+,663
Ліннікова Ольга Володимирівна,чоловіча,y0-5,169
Ліннікова Ольга Володимирівна,чоловіча,y6-17,666
Ліннікова Ольга Володимирівна,чоловіча,y18-39,562
Ліннікова Ольга Володимирівна,чоловіча,y40-64,672
Ліннікова Ольга Володимирівна,чоловіча,y65+,240
Літвінова Іраіда Миколаївна,жіноча,y18-39,377
Літвінова Іраіда Миколаївна,жіноча,y40-64,859
Літвінова Іраіда Миколаївна,жіноча,y65+,913
Літвінова Іраіда Миколаївна,чоловіча,y6-17,6
Літвінова Іраіда Миколаївна,чоловіча,y18-39,398
Літвінова Іраіда Миколаївна,чоловіча,y40-64,573
Літвінова Іраіда Миколаївна,чоловіча,y65+,415
Макаренко Лариса Сергіївна,жіноча,y0-5,455
Макаренко Лариса Сергіївна,жіноча,y6-17,506
Макаренко Лариса Сергіївна,жіноча,y18-39,1
Макаренко Лариса Сергіївна,чоловіча,y0-5,358
Макаренко Лариса Сергіївна,чоловіча,y6-17,486
Мараренко Ольга Анатоліївна,жіноча,y0-5,1489
Мараренко Ольга Анатоліївна,жіноча,y6-17,1514
Мараренко Ольга Анатоліївна,жіноча,y18-39,6
Мараренко Ольга Анатоліївна,жіноча,y40-64,2
Мараренко Ольга Анатоліївна,жіноча,y65+,14
Мараренко Ольга Анатоліївна,чоловіча,y0-5,1398
Мараренко Ольга Анатоліївна,чоловіча,y6-17,1570
Мараренко Ольга Анатоліївна,чоловіча,y18-39,2
Мараренко Ольга Анатоліївна,чоловіча,y40-64,9
Матях Лариса Тимофіївна,жіноча,y0-5,1
Матях Лариса Тимофіївна,жіноча,y6-17,5
Матях Лариса Тимофіївна,жіноча,y18-39,197
Матях Лариса Тимофіївна,жіноча,y40-64,398
Матях Лариса Тимофіївна,жіноча,y65+,290
Матях Лариса Тимофіївна,чоловіча,y6-17,3
Матях Лариса Тимофіївна,чоловіча,y18-39,171
Матях Лариса Тимофіївна,чоловіча,y40-64,217
Матях Лариса Тимофіївна,чоловіча,y65+,117
Миросіді Тетяна Юріївна,жіноча,y6-17,1
Миросіді Тетяна Юріївна,жіноча,y18-39,136
Миросіді Тетяна Юріївна,жіноча,y40-64,480
Миросіді Тетяна Юріївна,жіноча,y65+,981
Миросіді Тетяна Юріївна,чоловіча,y6-17,3
Миросіді Тетяна Юріївна,чоловіча,y18-39,92
Миросіді Тетяна Юріївна,чоловіча,y40-64,258
Миросіді Тетяна Юріївна,чоловіча,y65+,364
Митрофанова Віра Андріївна,жіноча,y18-39,183
Митрофанова Віра Андріївна,жіноча,y40-64,589
Митрофанова Віра Андріївна,жіноча,y65+,1063
Митрофанова Віра Андріївна,чоловіча,y6-17,1
Митрофанова Віра Андріївна,чоловіча,y18-39,103
Митрофанова Віра Андріївна,чоловіча,y40-64,318
Митрофанова Віра Андріївна,чоловіча,y65+,409
Михайленко Ірина Дмитрівна,жіноча,y6-17,12
Михайленко Ірина Дмитрівна,жіноча,y18-39,343
Михайленко Ірина Дмитрівна,жіноча,y40-64,922
Михайленко Ірина Дмитрівна,жіноча,y65+,1255
Михайленко Ірина Дмитрівна,чоловіча,y6-17,7
Михайленко Ірина Дмитрівна,чоловіча,y18-39,331
Михайленко Ірина Дмитрівна,чоловіча,y40-64,462
Михайленко Ірина Дмитрівна,чоловіча,y65+,437
Мороз Тетяна Павлівна,жіноча,y18-39,2
Мороз Тетяна Павлівна,жіноча,y40-64,8
Мороз Тетяна Павлівна,жіноча,y65+,3
Мороз Тетяна Павлівна,чоловіча,y18-39,7
Мороз Тетяна Павлівна,чоловіча,y40-64,16
Мороз Тетяна Павлівна,чоловіча,y65+,5
Морозова Олександра Володимирівна,жіноча,y18-39,220
Морозова Олександра Володимирівна,жіноча,y40-64,476
Морозова Олександра Володимирівна,жіноча,y65+,486
Морозова Олександра Володимирівна,чоловіча,y6-17,2
Морозова Олександра Володимирівна,чоловіча,y18-39,329
Морозова Олександра Володимирівна,чоловіча,y40-64,310
Морозова Олександра Володимирівна,чоловіча,y65+,229
Мотренко Людмила Володимирівна,жіноча,y18-39,414
Мотренко Людмила Володимирівна,жіноча,y40-64,1052
Мотренко Людмила Володимирівна,жіноча,y65+,1062
Мотренко Людмила Володимирівна,чоловіча,y6-17,2
Мотренко Людмила Володимирівна,чоловіча,y18-39,386
Мотренко Людмила Володимирівна,чоловіча,y40-64,671
Мотренко Людмила Володимирівна,чоловіча,y65+,388
Мудрий Олексій Олександрович,жіноча,y0-5,91
Мудрий Олексій Олександрович,жіноча,y6-17,147
Мудрий Олексій Олександрович,жіноча,y18-39,1
Мудрий Олексій Олександрович,чоловіча,y0-5,106
Мудрий Олексій Олександрович,чоловіча,y6-17,157
Мудрик Сергій Вікторович,жіноча,y6-17,2
Мудрик Сергій Вікторович,жіноча,y18-39,320
Мудрик Сергій Вікторович,жіноча,y40-64,754
Мудрик Сергій Вікторович,жіноча,y65+,571
Мудрик Сергій Вікторович,чоловіча,y0-5,2
Мудрик Сергій Вікторович,чоловіча,y6-17,4
Мудрик Сергій Вікторович,чоловіча,y18-39,644
Мудрик Сергій Вікторович,чоловіча,y40-64,709
Мудрик Сергій Вікторович,чоловіча,y65+,253
Муллер Раїса Олексіївна,жіноча,y6-17,8
Муллер Раїса Олексіївна,жіноча,y18-39,210
Муллер Раїса Олексіївна,жіноча,y40-64,425
Муллер Раїса Олексіївна,жіноча,y65+,311
Муллер Раїса Олексіївна,чоловіча,y6-17,11
Муллер Раїса Олексіївна,чоловіча,y18-39,186
Муллер Раїса Олексіївна,чоловіча,y40-64,265
Муллер Раїса Олексіївна,чоловіча,y65+,188
Мухотдінова Вероніка Сергіївна,жіноча,y0-5,1
Мухотдінова Вероніка Сергіївна,жіноча,y6-17,27
Мухотдінова Вероніка Сергіївна,жіноча,y18-39,757
Мухотдінова Вероніка Сергіївна,жіноча,y40-64,989
Мухотдінова Вероніка Сергіївна,жіноча,y65+,601
Мухотдінова Вероніка Сергіївна,чоловіча,y6-17,49
Мухотдінова Вероніка Сергіївна,чоловіча,y18-39,543
Мухотдінова Вероніка Сергіївна,чоловіча,y40-64,630
Мухотдінова Вероніка Сергіївна,чоловіча,y65+,281
Муштук Євген Ярославович ,жіноча,y6-17,3
Муштук Євген Ярославович ,жіноча,y18-39,770
Муштук Євген Ярославович ,жіноча,y40-64,1103
Муштук Євген Ярославович ,жіноча,y65+,1081
Муштук Євген Ярославович ,чоловіча,y18-39,798
Муштук Євген Ярославович ,чоловіча,y40-64,874
Муштук Євген Ярославович ,чоловіча,y65+,365
Мілейко Олена Сергіївна,жіноча,y0-5,63
Мілейко Олена Сергіївна,жіноча,y6-17,21
Мілейко Олена Сергіївна,чоловіча,y0-5,82
Мілейко Олена Сергіївна,чоловіча,y6-17,36
Мінін Констянтин Сергійович,жіноча,y6-17,5
Мінін Констянтин Сергійович,жіноча,y18-39,220
Мінін Констянтин Сергійович,жіноча,y40-64,561
Мінін Констянтин Сергійович,жіноча,y65+,960
Мінін Констянтин Сергійович,чоловіча,y6-17,2
Мінін Констянтин Сергійович,чоловіча,y18-39,172
Мінін Констянтин Сергійович,чоловіча,y40-64,324
Мінін Констянтин Сергійович,чоловіча,y65+,314
Міскі-Оглу Валерій Миколайович,жіноча,y0-5,581
Міскі-Оглу Валерій Миколайович,жіноча,y6-17,1144
Міскі-Оглу Валерій Миколайович,жіноча,y18-39,1
Міскі-Оглу Валерій Миколайович,чоловіча,y0-5,655
Міскі-Оглу Валерій Миколайович,чоловіча,y6-17,1189
Міскі-Оглу Валерій Миколайович,чоловіча,y18-39,11
Міскі-Оглу Валерій Миколайович,чоловіча,y40-64,1
Міскі-Оглу Валерій Миколайович,чоловіча,y65+,1
Назаренко Т.М.,жіноча,y0-5,994
Назаренко Т.М.,жіноча,y6-17,1592
Назаренко Т.М.,жіноча,y18-39,1
Назаренко Т.М.,чоловіча,y0-5,1034
Назаренко Т.М.,чоловіча,y6-17,1407
Нарушева Лариса Іванівна,жіноча,y6-17,1
Нарушева Лариса Іванівна,жіноча,y18-39,263
Нарушева Лариса Іванівна,жіноча,y40-64,619
Нарушева Лариса Іванівна,жіноча,y65+,965
Нарушева Лариса Іванівна,чоловіча,y18-39,206
Нарушева Лариса Іванівна,чоловіча,y40-64,363
Нарушева Лариса Іванівна,чоловіча,y65+,498
Науменко Ігор Вікторович,жіноча,y0-5,1364
Науменко Ігор Вікторович,жіноча,y6-17,1439
Науменко Ігор Вікторович,жіноча,y18-39,1
Науменко Ігор Вікторович,чоловіча,y0-5,1765
Науменко Ігор Вікторович,чоловіча,y6-17,1523
Науменко Ігор Вікторович,чоловіча,y65+,1
Науменко Олена Вікторівна,жіноча,y0-5,17
Науменко Олена Вікторівна,жіноча,y6-17,89
Науменко Олена Вікторівна,жіноча,y18-39,1
Науменко Олена Вікторівна,чоловіча,y0-5,26
Науменко Олена Вікторівна,чоловіча,y6-17,92
Науменко Т.М.,жіноча,y0-5,274
Науменко Т.М.,жіноча,y6-17,482
Науменко Т.М.,жіноча,y18-39,2
Науменко Т.М.,жіноча,y65+,1
Науменко Т.М.,чоловіча,y0-5,440
Науменко Т.М.,чоловіча,y6-17,457
Науменко Т.М.,чоловіча,y40-64,2
Науменко Томара Миколаївна,жіноча,y6-17,2
Науменко Томара Миколаївна,жіноча,y18-39,355
Науменко Томара Миколаївна,жіноча,y40-64,703
Науменко Томара Миколаївна,жіноча,y65+,872
Науменко Томара Миколаївна,чоловіча,y6-17,4
Науменко Томара Миколаївна,чоловіча,y18-39,480
Науменко Томара Миколаївна,чоловіча,y40-64,616
Науменко Томара Миколаївна,чоловіча,y65+,294
Неміч Юлія Сергіївна,жіноча,y0-5,383
Неміч Юлія Сергіївна,жіноча,y6-17,610
Неміч Юлія Сергіївна,жіноча,y18-39,1
Неміч Юлія Сергіївна,чоловіча,y0-5,378
Неміч Юлія Сергіївна,чоловіча,y6-17,560
Неміч Юлія Сергіївна,чоловіча,y18-39,1
Нестеренко Анна Георгіївна,жіноча,y0-5,19
Нестеренко Анна Георгіївна,жіноча,y6-17,42
Нестеренко Анна Георгіївна,жіноча,y18-39,1
Нестеренко Анна Георгіївна,чоловіча,y0-5,18
Нестеренко Анна Георгіївна,чоловіча,y6-17,51
Неудачина Марія Яківна ,жіноча,y6-17,16
Неудачина Марія Яківна ,жіноча,y18-39,480
Неудачина Марія Яківна ,жіноча,y40-64,918
Неудачина Марія Яківна ,жіноча,y65+,1359
Неудачина Марія Яківна ,чоловіча,y6-17,60
Неудачина Марія Яківна ,чоловіча,y18-39,412
Неудачина Марія Яківна ,чоловіча,y40-64,506
Неудачина Марія Яківна ,чоловіча,y65+,327
Ніжніковська Вера Володимирівна,жіноча,y0-5,968
Ніжніковська Вера Володимирівна,жіноча,y6-17,1293
Ніжніковська Вера Володимирівна,жіноча,y18-39,2
Ніжніковська Вера Володимирівна,жіноча,y40-64,1
Ніжніковська Вера Володимирівна,чоловіча,y0-5,939
Ніжніковська Вера Володимирівна,чоловіча,y6-17,1625
Ніжніковська Вера Володимирівна,чоловіча,y18-39,2
Ніколюк Тетяна Павлівна,жіноча,y18-39,1
Ніколюк Тетяна Павлівна,жіноча,y40-64,9
Ніколюк Тетяна Павлівна,жіноча,y65+,13
Ніколюк Тетяна Павлівна,чоловіча,y18-39,9
Ніколюк Тетяна Павлівна,чоловіча,y40-64,8
Ніколюк Тетяна Павлівна,чоловіча,y65+,12
Нічиков Юрій Володимирович,жіноча,y6-17,12
Нічиков Юрій Володимирович,жіноча,y18-39,528
Нічиков Юрій Володимирович,жіноча,y40-64,1112
Нічиков Юрій Володимирович,жіноча,y65+,1033
Нічиков Юрій Володимирович,чоловіча,y6-17,25
Нічиков Юрій Володимирович,чоловіча,y18-39,652
Нічиков Юрій Володимирович,чоловіча,y40-64,825
Нічиков Юрій Володимирович,чоловіча,y65+,413
Овчарук Альона Миколаївна,жіноча,y18-39,439
Овчарук Альона Миколаївна,жіноча,y40-64,839
Овчарук Альона Миколаївна,жіноча,y65+,897
Овчарук Альона Миколаївна,чоловіча,y18-39,430
Овчарук Альона Миколаївна,чоловіча,y40-64,368
Овчарук Альона Миколаївна,чоловіча,y65+,378
Овчиннікова Галина Андріївна,жіноча,y0-5,1049
Овчиннікова Галина Андріївна,жіноча,y6-17,1303
Овчиннікова Галина Андріївна,жіноча,y18-39,2
Овчиннікова Галина Андріївна,чоловіча,y0-5,1016
Овчиннікова Галина Андріївна,чоловіча,y6-17,1415
Овчиннікова Галина Андріївна,чоловіча,y40-64,1
Олійник Валентина Вікторівна,жіноча,y0-5,7
Олійник Валентина Вікторівна,жіноча,y6-17,16
Олійник Валентина Вікторівна,жіноча,y18-39,74
Олійник Валентина Вікторівна,жіноча,y40-64,226
Олійник Валентина Вікторівна,жіноча,y65+,369
Олійник Валентина Вікторівна,чоловіча,y0-5,3
Олійник Валентина Вікторівна,чоловіча,y6-17,23
Олійник Валентина Вікторівна,чоловіча,y18-39,98
Олійник Валентина Вікторівна,чоловіча,y40-64,160
Олійник Валентина Вікторівна,чоловіча,y65+,172
Омельченко Володимир Іванович,жіноча,y18-39,5
Омельченко Володимир Іванович,жіноча,y40-64,14
Омельченко Володимир Іванович,жіноча,y65+,10
Омельченко Володимир Іванович,чоловіча,y18-39,6
Омельченко Володимир Іванович,чоловіча,y40-64,16
Омельченко Володимир Іванович,чоловіча,y65+,3
Орлова Ірина Борисівна,жіноча,y0-5,2
Орлова Ірина Борисівна,жіноча,y6-17,13
Орлова Ірина Борисівна,жіноча,y18-39,222
Орлова Ірина Борисівна,жіноча,y40-64,708
Орлова Ірина Борисівна,жіноча,y65+,984
Орлова Ірина Борисівна,чоловіча,y6-17,17
Орлова Ірина Борисівна,чоловіча,y18-39,224
Орлова Ірина Борисівна,чоловіча,y40-64,359
Орлова Ірина Борисівна,чоловіча,y65+,366
Орловська Ірина Олегівна,жіноча,y0-5,2
Орловська Ірина Олегівна,жіноча,y6-17,90
Орловська Ірина Олегівна,жіноча,y18-39,530
Орловська Ірина Олегівна,жіноча,y40-64,1147
Орловська Ірина Олегівна,жіноча,y65+,982
Орловська Ірина Олегівна,чоловіча,y6-17,73
Орловська Ірина Олегівна,чоловіча,y18-39,834
Орловська Ірина Олегівна,чоловіча,y40-64,900
Орловська Ірина Олегівна,чоловіча,y65+,364
Остапович Елізавета Олександрівна,жіноча,y0-5,11
Остапович Елізавета Олександрівна,жіноча,y6-17,38
Остапович Елізавета Олександрівна,жіноча,y18-39,423
Остапович Елізавета Олександрівна,жіноча,y40-64,911
Остапович Елізавета Олександрівна,жіноча,y65+,880
Остапович Елізавета Олександрівна,чоловіча,y0-5,4
Остапович Елізавета Олександрівна,чоловіча,y6-17,39
Остапович Елізавета Олександрівна,чоловіча,y18-39,327
Остапович Елізавета Олександрівна,чоловіча,y40-64,668
Остапович Елізавета Олександрівна,чоловіча,y65+,349
Острецова Олена Григорівна,жіноча,y6-17,6
Острецова Олена Григорівна,жіноча,y18-39,241
Острецова Олена Григорівна,жіноча,y40-64,1045
Острецова Олена Григорівна,жіноча,y65+,1694
Острецова Олена Григорівна,чоловіча,y6-17,6
Острецова Олена Григорівна,чоловіча,y18-39,222
Острецова Олена Григорівна,чоловіча,y40-64,485
Острецова Олена Григорівна,чоловіча,y65+,512
Островська Ганна Володимирівна,жіноча,y0-5,23
Островська Ганна Володимирівна,жіноча,y6-17,73
Островська Ганна Володимирівна,чоловіча,y0-5,21
Островська Ганна Володимирівна,чоловіча,y6-17,90
Островська Ганна Володимирівна,чоловіча,y40-64,1
Ошовська Жана Миколаївна,жіноча,y0-5,1490
Ошовська Жана Миколаївна,жіноча,y6-17,1258
Ошовська Жана Миколаївна,жіноча,y18-39,2
Ошовська Жана Миколаївна,чоловіча,y0-5,1465
Ошовська Жана Миколаївна,чоловіча,y6-17,1342
Ошовська Жана Миколаївна,чоловіча,y18-39,3
Павленко Олексій Анатолійович,жіноча,y6-17,1
Павленко Олексій Анатолійович,жіноча,y18-39,277
Павленко Олексій Анатолійович,жіноча,y40-64,693
Павленко Олексій Анатолійович,жіноча,y65+,427
Павленко Олексій Анатолійович,чоловіча,y6-17,1
Павленко Олексій Анатолійович,чоловіча,y18-39,266
Павленко Олексій Анатолійович,чоловіча,y40-64,522
Павленко Олексій Анатолійович,чоловіча,y65+,172
Павлюк Лариса Олександрівна,жіноча,y0-5,1165
Павлюк Лариса Олександрівна,жіноча,y6-17,1835
Павлюк Лариса Олександрівна,жіноча,y18-39,4
Павлюк Лариса Олександрівна,жіноча,y40-64,1
Павлюк Лариса Олександрівна,чоловіча,y0-5,1216
Павлюк Лариса Олександрівна,чоловіча,y6-17,1504
Павлюк Лариса Олександрівна,чоловіча,y18-39,1
Павлюк Лариса Олександрівна,чоловіча,y40-64,8
Павлюк Лариса Олександрівна,чоловіча,y65+,2
Перепелиця В.М.,жіноча,y6-17,7
Перепелиця В.М.,жіноча,y18-39,468
Перепелиця В.М.,жіноча,y40-64,729
Перепелиця В.М.,жіноча,y65+,630
Перепелиця В.М.,чоловіча,y0-5,1
Перепелиця В.М.,чоловіча,y6-17,11
Перепелиця В.М.,чоловіча,y18-39,364
Перепелиця В.М.,чоловіча,y40-64,605
Перепелиця В.М.,чоловіча,y65+,275
Погорелова Тетяна Генадіївна,жіноча,y6-17,27
Погорелова Тетяна Генадіївна,жіноча,y18-39,410
Погорелова Тетяна Генадіївна,жіноча,y40-64,985
Погорелова Тетяна Генадіївна,жіноча,y65+,1779
Погорелова Тетяна Генадіївна,чоловіча,y0-5,1
Погорелова Тетяна Генадіївна,чоловіча,y6-17,11
Погорелова Тетяна Генадіївна,чоловіча,y18-39,397
Погорелова Тетяна Генадіївна,чоловіча,y40-64,604
Погорелова Тетяна Генадіївна,чоловіча,y65+,554
Поліщук Юлія Едуардівна,жіноча,y0-5,198
Поліщук Юлія Едуардівна,жіноча,y6-17,146
Поліщук Юлія Едуардівна,жіноча,y18-39,3
Поліщук Юлія Едуардівна,жіноча,y40-64,1
Поліщук Юлія Едуардівна,чоловіча,y0-5,224
Поліщук Юлія Едуардівна,чоловіча,y6-17,154
Поліщук Юлія Едуардівна,чоловіча,y18-39,1
Попова Світлана Леонидівна,жіноча,y0-5,1381
Попова Світлана Леонидівна,жіноча,y6-17,1542
Попова Світлана Леонидівна,жіноча,y18-39,3
Попова Світлана Леонидівна,жіноча,y40-64,1
Попова Світлана Леонидівна,чоловіча,y0-5,1499
Попова Світлана Леонидівна,чоловіча,y6-17,1489
Попова Світлана Леонидівна,чоловіча,y18-39,1
Попова Світлана Леонидівна,чоловіча,y40-64,1
Попова Світлана Леонидівна,чоловіча,y65+,1
Посохова Олена Олександрівна,жіноча,y0-5,647
Посохова Олена Олександрівна,жіноча,y6-17,959
Посохова Олена Олександрівна,жіноча,y18-39,342
Посохова Олена Олександрівна,жіноча,y40-64,449
Посохова Олена Олександрівна,жіноча,y65+,399
Посохова Олена Олександрівна,чоловіча,y0-5,438
Посохова Олена Олександрівна,чоловіча,y6-17,974
Посохова Олена Олександрівна,чоловіча,y18-39,233
Посохова Олена Олександрівна,чоловіча,y40-64,282
Посохова Олена Олександрівна,чоловіча,y65+,190
Проценко Андрій Олександрович,жіноча,y0-5,3
Проценко Андрій Олександрович,жіноча,y6-17,2
Проценко Андрій Олександрович,жіноча,y18-39,424
Проценко Андрій Олександрович,жіноча,y40-64,915
Проценко Андрій Олександрович,жіноча,y65+,757
Проценко Андрій Олександрович,чоловіча,y18-39,768
Проценко Андрій Олександрович,чоловіча,y40-64,845
Проценко Андрій Олександрович,чоловіча,y65+,402
Пісоцький В.І.,жіноча,y0-5,1
Пісоцький В.І.,жіноча,y6-17,2
Пісоцький В.І.,жіноча,y18-39,345
Пісоцький В.І.,жіноча,y40-64,773
Пісоцький В.І.,жіноча,y65+,798
Пісоцький В.І.,чоловіча,y6-17,3
Пісоцький В.І.,чоловіча,y18-39,664
Пісоцький В.І.,чоловіча,y40-64,1023
Пісоцький В.І.,чоловіча,y65+,398
Радченко Галина Олександрівна,жіноча,y0-5,124
Радченко Галина Олександрівна,жіноча,y6-17,176
Радченко Галина Олександрівна,жіноча,y18-39,231
Радченко Галина Олександрівна,жіноча,y40-64,497
Радченко Галина Олександрівна,жіноча,y65+,439
Радченко Галина Олександрівна,чоловіча,y0-5,99
Радченко Галина Олександрівна,чоловіча,y6-17,234
Радченко Галина Олександрівна,чоловіча,y18-39,254
Радченко Галина Олександрівна,чоловіча,y40-64,426
Радченко Галина Олександрівна,чоловіча,y65+,243
Разінкова Раїса Борисівна,жіноча,y0-5,274
Разінкова Раїса Борисівна,жіноча,y6-17,1229
Разінкова Раїса Борисівна,жіноча,y18-39,3
Разінкова Раїса Борисівна,жіноча,y65+,1
